"order_id","customer_id","restaurant","meal_name","address","state_code","order_time","customer_subscription","price_in_order","total_quantity","gender","day_period","weekday","date"
"order_1171","id_3695","Bicycle Bistro","Vermouth","Apeldoorn","NH","14","Premium","10.37","4","F","afternoon","Friday","13-01-2023"
"order_1172","id_5493","Bicycle Bistro","Welsh Rarebit","Gouda","NH","22","Premium","13.78","4","M","night","Sunday","22-01-2023"
"order_1173","id_8007","Netherlands Nosh","Spanish Omelette","Eindhoven","NH","12","Premium","16.8","4","F","noon","Tuesday","24-01-2023"
"order_1174","id_5500","Holland Eats","Italian Soda","Apeldoorn","NH","21","Premium","4.66","4","M","evening","Wednesday","01-02-2023"
"order_1175","id_6955","Zaan Zest","Lentejas a la Jardinera","Roermond","NH","04","Premium","16.32","4","M","late_night","Monday","20-02-2023"
"order_1176","id_5083","Tulip Tidbits","Limoncello Spritz","Assen","NH","02","Premium","15.36","4","F","late_night","Sunday","05-03-2023"
"order_1177","id_5489","Bicycle Bistro","Soup Mix","Zutphen","NH","01","Premium","6.27","4","F","late_night","Tuesday","07-03-2023"
"order_1178","id_1126","Polder Patisserie","Rice Salad Mix","The Hague","NH","01","Premium","12.93","4","F","late_night","Wednesday","15-03-2023"
"order_1179","id_3613","Taste of the Tulips","Wienerschnitzel","Gouda","NH","13","Premium","14.43","4","M","afternoon","Wednesday","22-03-2023"
"order_1180","id_8014","Taste of the Tulips","Vino","Gouda","NH","08","Premium","6.94","4","M","morning","Monday","27-03-2023"
"order_1181","id_2500","Polder Patisserie","Mac and Cheese","Zeewolde","NH","17","Premium","15.2","4","M","afternoon","Monday","27-03-2023"
"order_1182","id_2363","Hague Harvest","Italian Soda","Alkmaar","NH","18","Premium","13.37","4","F","evening","Wednesday","05-04-2023"
"order_1183","id_7601","Cheese Chalet","Borscht","Leeuwarden","NH","19","Premium","5.11","4","F","evening","Tuesday","25-04-2023"
"order_1184","id_7109","Waffle Wharf","Gin Tonic","Amersfoort","NH","14","Premium","15.58","4","M","afternoon","Thursday","27-04-2023"
"order_1185","id_2602","Pancake Palace","Gravy Mix","Tilburg","NH","01","Premium","11.16","4","M","late_night","Saturday","06-05-2023"
"order_1186","id_8253","Rotterdam Roasts","Digestivo","Haarlem","NH","17","Premium","11.01","4","F","afternoon","Friday","26-05-2023"
"order_1187","id_5731","Canal City Cuisine","Kebab","Gouda","NH","11","Premium","9.82","4","M","morning","Monday","05-06-2023"
"order_1188","id_5361","Holland Hors d'oeuvres","Chinotto","Groningen","NH","16","Premium","7.12","4","F","afternoon","Tuesday","20-06-2023"
"order_1189","id_2574","Windmill Bites","Moussaka","Rotterdam","NH","08","Premium","8.08","4","F","morning","Monday","03-07-2023"
"order_1190","id_5338","Tasty Tides","Amaro","Zeewolde","NH","20","Premium","5.82","4","M","evening","Thursday","06-07-2023"
"order_1191","id_1899","Friesland Fusion","Fish and Chips","Texel","NH","14","Premium","9.79","4","F","afternoon","Tuesday","18-07-2023"
"order_1192","id_5792","Zaan Zest","Coffee","Middelburg","NH","07","Premium","16.95","4","F","morning","Thursday","20-07-2023"
"order_1193","id_9774","Orange Oasis","Amaro","Assen","NH","15","Premium","13.91","4","M","afternoon","Friday","28-07-2023"
"order_1194","id_2891","Orange Oasis","Gassosa","Haarlemmermeer","NH","09","Premium","12.35","4","F","morning","Saturday","29-07-2023"
"order_1195","id_2256","Utrecht Utopia","Digestivo","Emmen","NH","03","Premium","7.83","4","M","late_night","Thursday","03-08-2023"
"order_1196","id_675","Tulip Tidbits","Freeze-Dried Ice Cream","Zeewolde","NH","03","Premium","4.32","4","F","late_night","Saturday","05-08-2023"
"order_1197","id_2995","Gouda Gourmet","Frozen Dumplings","Amsterdam","NH","19","Premium","6.37","4","F","evening","Saturday","05-08-2023"
"order_1198","id_7916","Zaan Zest","Gyros","Middelburg","NH","22","Premium","11.83","4","M","night","Monday","07-08-2023"
"order_1199","id_4374","Dutch Dainties","Balkenbrij","Haarlemmermeer","NH","21","Premium","6.31","4","F","evening","Sunday","13-08-2023"
"order_1200","id_9737","Leeuwarden Feasts","Karelian Pasty","Zutphen","NH","07","Premium","11.58","4","M","morning","Sunday","13-08-2023"
"order_1201","id_1018","Amsterdam Aromas","Gravy Mix","Breda","NH","18","Premium","4.85","4","F","evening","Monday","14-08-2023"
"order_1202","id_4643","Friesland Fusion","Extra Dry","Groningen","NH","23","Premium","4.99","4","F","night","Wednesday","16-08-2023"
"order_1203","id_3896","Gouda Gourmet","Lingonberry Jam","The Hague","NH","20","Premium","8.98","4","M","evening","Tuesday","05-09-2023"
"order_1204","id_1246","Leeuwarden Feasts","Gin Tonic","Enschede","NH","17","Premium","9.15","4","M","afternoon","Saturday","16-09-2023"
"order_1205","id_25","Taste of Tulips","Ristretto","Heerlen","NH","22","Premium","7.25","4","M","night","Thursday","21-09-2023"
"order_1206","id_3466","Rotterdam Roasts","Pasta","Leiden","NH","17","Premium","9.13","4","F","afternoon","Wednesday","04-10-2023"
"order_1207","id_3381","Windmill Bites","Ranch Dressing Mix","Rotterdam","NH","09","Premium","8.97","4","F","morning","Saturday","14-10-2023"
"order_1208","id_9212","Maastricht Morsels","Churros","Haarlemmermeer","NH","10","Premium","12.9","4","F","morning","Tuesday","17-10-2023"
"order_1209","id_9844","Maastricht Morsels","Limonata","The Hague","NH","07","Premium","10.64","4","M","morning","Thursday","19-10-2023"
"order_1210","id_359","Dutch Dining","Baklava","Haarlem","NH","02","Premium","15.76","4","M","late_night","Saturday","21-10-2023"
"order_1211","id_301","Tulip Treats","Moussaka","Breda","NH","10","Premium","10.37","4","M","morning","Saturday","21-10-2023"
"order_1212","id_4665","Maastricht Morsels","Affogato","Hoofddorp","NH","07","Premium","7.43","4","F","morning","Wednesday","01-11-2023"
"order_1213","id_2079","Amsterdam Aromas","Fruit Salad Mix","Alkmaar","NH","22","Premium","5.3","4","M","night","Monday","20-11-2023"
"order_1214","id_1107","Utrecht Utopia","Martini","Hoofddorp","NH","21","Premium","13.4","4","M","evening","Tuesday","28-11-2023"
"order_1215","id_9704","Waffle Warehouse","Risotto","Zandvoort","NH","20","Basic","4.72","1","M","evening","Monday","14-02-2022"
"order_1216","id_1285","Canal City Cuisine","Cynar","Tilburg","NH","13","Basic","16.13","1","F","afternoon","Saturday","19-02-2022"
"order_1217","id_6041","Rotterdam Roasts","Sanbitter","Zwolle","NH","17","Basic","13.58","1","F","afternoon","Monday","21-02-2022"
"order_1218","id_3553","Gouda Gourmet","Vino","Delft","NH","09","Premium","9.67","1","F","morning","Saturday","12-03-2022"
"order_1219","id_9309","Bicycle Bites","Fernet-Branca","Assen","NH","13","Premium","16.71","1","F","afternoon","Tuesday","15-03-2022"
"order_1220","id_3662","Orange Oasis","Sambuca","Delft","NH","20","Basic","5.61","1","F","evening","Friday","18-03-2022"
"order_1221","id_1377","Heerlen Harvest","Limoncino","Almere","NH","08","Premium","6.69","1","F","morning","Saturday","19-03-2022"
"order_1222","id_8486","Holland Hors d'oeuvres","Guacamole Mix","Emmen","NH","01","Premium","15.52","1","M","late_night","Sunday","20-03-2022"
"order_1223","id_3353","Tasty Tides","Paprikash","Delft","NH","11","Premium","8.49","1","M","morning","Wednesday","23-03-2022"
"order_1224","id_6978","Dutch Diners","Vermouth","Sittard","NH","11","Basic","6.49","1","F","morning","Saturday","26-03-2022"
"order_1225","id_6341","Tasty Tides","Turkish Delight","Emmen","NH","04","Premium","6.67","1","M","late_night","Friday","08-04-2022"
"order_1226","id_1470","Tasty Tides","Potato Salad Mix","Tilburg","NH","07","Basic","10.9","1","M","morning","Monday","11-04-2022"
"order_1227","id_8263","Tulip Treats","Falafel Mix","Almere","NH","02","Premium","7.44","1","M","late_night","Wednesday","13-04-2022"
"order_1228","id_8279","Leeuwarden Feasts","Sauerbraten","Zutphen","NH","19","Basic","5.15","1","F","evening","Saturday","16-04-2022"
"order_1229","id_4724","Dutch Dining","Couscous Salad Mix","Middelburg","NH","22","Premium","10.89","1","M","night","Saturday","16-04-2022"
"order_1230","id_6928","Orange Oasis","Lapland Cheese","Texel","NH","04","Basic","15.37","1","M","late_night","Monday","02-05-2022"
"order_1231","id_1530","Holland Hors d'oeuvres","Gyros","Eindhoven","NH","00","Premium","7.44","1","F","late_night","Thursday","05-05-2022"
"order_1232","id_9098","Holland Haven","Fernet-Branca","Volendam","NH","14","Premium","8.74","1","F","afternoon","Saturday","14-05-2022"
"order_1233","id_4677","Cheese Corner","Fernet-Branca","Groningen","NH","11","Premium","15.98","1","F","morning","Saturday","14-05-2022"
"order_1234","id_2195","Netherlands Nosh","Bicerin","The Hague","NH","15","Premium","10.1","1","F","afternoon","Saturday","14-05-2022"
"order_1235","id_4758","Dutch Delights","Microwave Popcorn","Roermond","NH","14","Premium","14.91","1","F","afternoon","Tuesday","17-05-2022"
"order_1236","id_6096","Netherlands Nosh","Moussaka","Assen","NH","22","Basic","12.5","1","M","night","Tuesday","17-05-2022"
"order_1237","id_7986","Windmill Bites","Polenta","Dronten","NH","11","Basic","4.69","1","F","morning","Wednesday","18-05-2022"
"order_1238","id_2912","Utrecht Utopia","Limonata","Zwolle","NH","19","Basic","5.58","1","F","evening","Wednesday","18-05-2022"
"order_1239","id_4368","Utrecht Utopia","Fruit Salad Mix","Amersfoort","NH","14","Basic","11.85","1","M","afternoon","Sunday","29-05-2022"
"order_1240","id_1467","Taste of the Tulips","Liquore Strega","Zutphen","NH","03","Premium","4.3","1","F","late_night","Sunday","05-06-2022"
"order_1241","id_2985","Holland Haven","Turkish Coffee","Zaanstad","NH","19","Premium","5.39","1","F","evening","Thursday","09-06-2022"
"order_1242","id_7939","Dutch Dainties","Negroni Sbagliato","Delft","NH","04","Premium","12.05","1","M","late_night","Tuesday","14-06-2022"
"order_1243","id_3901","Holland Hors d'oeuvres","Martini","Hilversum","NH","01","Basic","12.61","1","M","late_night","Wednesday","15-06-2022"
"order_1244","id_7428","Cheese Corner","Cup Noodles","Alkmaar","NH","09","Premium","10.0","1","F","morning","Tuesday","21-06-2022"
"order_1245","id_2755","Polder Patisserie","Chinotto","Delft","NH","03","Premium","13.19","1","M","late_night","Wednesday","22-06-2022"
"order_1246","id_8010","Orange Oasis","Bacalhau a Bras","Amersfoort","NH","22","Premium","13.14","1","M","night","Thursday","23-06-2022"
"order_1247","id_1236","Canal Cuisine","Brio","Alkmaar","NH","01","Premium","12.94","1","M","late_night","Saturday","25-06-2022"
"order_1248","id_1622","Bicycle Bites","Vino","Zutphen","NH","03","Basic","16.2","1","F","late_night","Sunday","26-06-2022"
"order_1249","id_9913","Polder Patisserie","Pissaladiere","Almere","NH","00","Premium","9.8","1","F","late_night","Monday","27-06-2022"
"order_1250","id_2370","Netherlands Nibbles","Muffin Mix","Texel","NH","14","Premium","8.76","1","F","afternoon","Monday","27-06-2022"
"order_1251","id_2013","Windmill Bites","Ready-to-Eat Curry","Leeuwarden","NH","23","Basic","10.92","1","M","night","Friday","01-07-2022"
"order_1252","id_5486","Cheese Corner","Frozen Pancakes","Nijmegen","NH","02","Basic","12.58","1","M","late_night","Tuesday","05-07-2022"
"order_1253","id_7603","Tasty Tides","Cassoulet","Maastricht","NH","00","Premium","11.84","1","F","late_night","Tuesday","05-07-2022"
"order_1254","id_2230","Waffle Warehouse","Frullato","Hoofddorp","NH","18","Premium","8.9","1","M","evening","Friday","08-07-2022"
"order_1255","id_7686","Orange Oasis","Digestivo","Enkhuizen","NH","06","Basic","13.75","1","M","morning","Monday","11-07-2022"
"order_1256","id_8628","Amsterdam Aromas","Vegetable Broth","Utrecht","NH","22","Premium","11.86","1","F","night","Wednesday","13-07-2022"
"order_1257","id_2084","Waffle Wharf","Shawarma","Utrecht","NH","14","Basic","4.5","1","F","afternoon","Friday","29-07-2022"
"order_1258","id_3406","Taste of the Tulips","Lurisia","Volendam","NH","05","Premium","13.94","1","M","morning","Tuesday","02-08-2022"
"order_1259","id_3319","Dyke Delicacies","Cedrata","Rotterdam","NH","03","Premium","16.25","1","M","late_night","Friday","05-08-2022"
"order_1260","id_757","Waffle Warehouse","Bread Mix","Zandvoort","NH","03","Premium","12.48","1","F","late_night","Wednesday","10-08-2022"
"order_1261","id_615","Cheese Corner","Sgroppino","Arnhem","NH","00","Premium","7.06","1","M","late_night","Sunday","14-08-2022"
"order_1262","id_1616","Dutch Dining","Birra","Eindhoven","NH","08","Basic","5.81","1","M","morning","Monday","22-08-2022"
"order_1263","id_9896","Orange Oasis","Miso Soup","Zeewolde","NH","09","Premium","12.63","1","M","morning","Wednesday","24-08-2022"
"order_1264","id_9555","Dutch Dining","Mashed Potatoes","Almere","NH","12","Basic","15.8","1","M","noon","Thursday","25-08-2022"
"order_1265","id_8366","Tulip Treats","Rinderroulade","Amersfoort","NH","18","Basic","15.83","1","M","evening","Friday","26-08-2022"
"order_1266","id_8731","Tulip Treats","Italian Soda","Zeewolde","NH","22","Basic","5.2","1","M","night","Thursday","01-09-2022"
"order_1267","id_4242","Friesland Fusion","Borscht","Haarlemmermeer","NH","23","Premium","7.61","1","M","night","Thursday","15-09-2022"
"order_1268","id_8977","Cheese Chalet","Extra Dry","Lelystad","NH","12","Premium","7.54","1","M","noon","Monday","19-09-2022"
"order_1269","id_5577","Utrecht Utopia","Falafel Mix","Apeldoorn","NH","21","Basic","15.96","1","F","evening","Wednesday","21-09-2022"
"order_1270","id_6976","Cheese Chalet","Mediterranean Salad","Enschede","NH","07","Basic","16.55","1","M","morning","Thursday","29-09-2022"
"order_1271","id_7933","Canal City Cuisine","Extra Dry","Roermond","NH","22","Premium","6.72","1","M","night","Sunday","02-10-2022"
"order_1272","id_9785","Dutch Delicacies","Fideua","Haarlemmermeer","NH","00","Premium","7.39","1","M","late_night","Thursday","06-10-2022"
"order_1273","id_4186","Bicycle Bites","Soup Base","Enschede","NH","07","Premium","6.88","1","F","morning","Saturday","08-10-2022"
"order_1274","id_2415","Holland Haven","Aebleskiver","Amersfoort","NH","10","Premium","14.66","1","F","morning","Tuesday","11-10-2022"
"order_1275","id_1957","Canal City Cuisine","Pizza Margherita","Almere","NH","20","Premium","8.9","1","M","evening","Saturday","15-10-2022"
"order_1276","id_8634","Utrecht Utopia","Fernet-Branca","Sittard","NH","15","Premium","13.66","1","M","afternoon","Saturday","15-10-2022"
"order_1277","id_6927","Dutch Delights","Aranciata","Tilburg","NH","04","Basic","11.12","1","F","late_night","Saturday","15-10-2022"
"order_1278","id_9907","Taste of Tulips","Limonata","Hilversum","NH","20","Premium","4.31","1","M","evening","Saturday","15-10-2022"
"order_1279","id_1137","Holland Hors d'oeuvres","Langos","Amstelveen","NH","17","Basic","10.12","1","F","afternoon","Monday","31-10-2022"
"order_1280","id_3724","Dutch Delights","Pellegrino","Tilburg","NH","03","Basic","7.19","1","F","late_night","Tuesday","01-11-2022"
"order_1281","id_5800","Dutch Dainties","Caldo Verde","Enkhuizen","NH","19","Premium","13.73","1","M","evening","Thursday","03-11-2022"
"order_1282","id_7026","Holland Hors d'oeuvres","Rosso","Zaanstad","NH","05","Basic","5.2","1","F","morning","Tuesday","29-11-2022"
"order_1283","id_2825","Holland Hors d'oeuvres","Microwave Popcorn","Amstelveen","NH","06","Premium","11.67","1","M","morning","Sunday","04-12-2022"
"order_1284","id_955","Dutch Dainties","Wiener Wurstchen","Heerlen","NH","06","Basic","9.05","1","M","morning","Thursday","08-12-2022"
"order_1285","id_4625","Waffle Warehouse","Bread Mix","Zandvoort","NH","08","Basic","5.57","1","F","morning","Wednesday","14-12-2022"
"order_1286","id_7918","Zaan Zest","Rosti","Rotterdam","NH","05","Premium","13.01","1","M","morning","Tuesday","20-12-2022"
"order_1287","id_2075","Holland Eats","Irish Stew","Hilversum","NH","08","Basic","15.75","1","M","morning","Friday","30-12-2022"
"order_1288","id_3786","Friesland Fusion","Tonica","Amsterdam","NH","20","Basic","14.67","1","M","evening","Wednesday","04-01-2023"
"order_1289","id_3532","Dutch Dining","Schnitzel","Maastricht","NH","03","Premium","11.32","1","M","late_night","Monday","09-01-2023"
"order_1290","id_1030","Bicycle Bites","Macchiato","Assen","NH","18","Premium","6.88","1","M","evening","Tuesday","10-01-2023"
"order_1291","id_8182","Tulip Tidbits","Lentejas a la Jardinera","Zaanstad","NH","03","Basic","14.47","1","F","late_night","Tuesday","17-01-2023"
"order_1292","id_5363","Countryside Cookery","Mamaliga","Zandvoort","NH","22","Premium","8.96","1","F","night","Tuesday","07-02-2023"
"order_1293","id_4583","Dutch Delights","Limoncello Spritz","Zwolle","NH","20","Basic","14.1","1","M","evening","Thursday","09-02-2023"
"order_1294","id_3857","Gouda Grill","Microwave Lasagna","Leiden","NH","21","Premium","8.96","1","F","evening","Tuesday","14-02-2023"
"order_1295","id_6407","Dutch Dining","Lefse","Amstelveen","NH","08","Basic","12.32","1","F","morning","Sunday","19-02-2023"
"order_1296","id_6340","Polder Patisserie","Cevapi","Apeldoorn","NH","04","Premium","10.56","1","M","late_night","Sunday","05-03-2023"
"order_1297","id_4454","Dutch Diners","Cup Noodles","Amersfoort","NH","04","Premium","9.99","1","M","late_night","Saturday","11-03-2023"
"order_1298","id_4797","Dutch Dining","Rinderroulade","Breda","NH","22","Basic","16.46","1","F","night","Saturday","11-03-2023"
"order_1299","id_6538","Cheese Chalet","Burek","Zutphen","NH","03","Basic","13.95","1","M","late_night","Monday","20-03-2023"
"order_1300","id_8466","Pancake Palace","Frullato","Middelburg","NH","02","Premium","9.34","1","M","late_night","Monday","20-03-2023"
"order_1301","id_3091","Orange Oasis","Sanbitter","Maastricht","NH","06","Basic","8.92","1","M","morning","Sunday","26-03-2023"
"order_1302","id_7386","Amsterdam Aromas","Wienerschnitzel","Enkhuizen","NH","07","Premium","16.7","1","M","morning","Thursday","30-03-2023"
"order_1303","id_5566","Dutch Delicacies","Granita","Hilversum","NH","20","Premium","15.44","1","M","evening","Saturday","01-04-2023"
"order_1304","id_5192","Dyke Delights","Chickpea Salad Mix","Sittard","NH","19","Basic","17.0","1","F","evening","Tuesday","04-04-2023"
"order_1305","id_3953","Holland Haven","Brownie Mix","Haarlem","NH","09","Basic","10.56","1","F","morning","Saturday","08-04-2023"
"order_1306","id_6180","Clog Cafe","Frullato","Gouda","NH","17","Basic","5.7","1","F","afternoon","Saturday","08-04-2023"
"order_1307","id_422","Countryside Cookery","Coffee","Enschede","NH","05","Premium","14.61","1","F","morning","Sunday","09-04-2023"
"order_1308","id_699","Leeuwarden Feasts","Rice","Haarlemmermeer","NH","09","Premium","12.0","1","F","morning","Friday","14-04-2023"
"order_1309","id_6634","Hague Harvest","Gibanica","Rotterdam","NH","06","Basic","12.27","1","F","morning","Tuesday","18-04-2023"
"order_1310","id_2319","Dyke Delights","Amaro","Enschede","NH","08","Premium","6.42","1","F","morning","Wednesday","19-04-2023"
"order_1311","id_5382","Hague Harvest","Noodles","Zandvoort","NH","04","Premium","12.6","1","F","late_night","Sunday","23-04-2023"
"order_1312","id_4580","Cheese Chalet","Knedle","Tilburg","NH","21","Basic","9.31","1","M","evening","Tuesday","25-04-2023"
"order_1313","id_3578","Cheese Chalet","Fernet-Branca","Lelystad","NH","04","Premium","16.12","1","M","late_night","Sunday","30-04-2023"
"order_1314","id_3184","Clog Cafe","Macchiato","Hilversum","NH","13","Basic","10.29","1","M","afternoon","Friday","05-05-2023"
"order_1315","id_1610","Dutch Dining","Liquore Strega","Maastricht","NH","03","Premium","15.7","1","M","late_night","Sunday","07-05-2023"
"order_1316","id_4670","Netherlands Noms","Vino","Rotterdam","NH","09","Basic","5.93","1","F","morning","Wednesday","10-05-2023"
"order_1317","id_7676","Dutch Delights","Kottbullar","Delft","NH","12","Basic","11.88","1","M","noon","Tuesday","16-05-2023"
"order_1318","id_9545","Dutch Diners","Amaro","Texel","NH","01","Basic","12.66","1","F","late_night","Saturday","20-05-2023"
"order_1319","id_6541","Bicycle Bistro","Lurisia","Haarlem","NH","18","Basic","15.99","1","M","evening","Tuesday","23-05-2023"
"order_1320","id_1167","Countryside Cookery","Churros","Breda","NH","18","Premium","5.93","1","M","evening","Wednesday","24-05-2023"
"order_1321","id_8466","Dutch Delicacies","Ratatouille","Maastricht","NH","18","Basic","16.29","1","F","evening","Friday","26-05-2023"
"order_1322","id_1661","Dyke Delights","Cream of Mushroom Soup","Delft","NH","06","Premium","11.36","1","M","morning","Thursday","08-06-2023"
"order_1323","id_8913","Netherlands Noms","Microwave Popcorn","Middelburg","NH","23","Basic","6.8","1","F","night","Friday","09-06-2023"
"order_1324","id_9722","Orange Oasis","Knedle","Enschede","NH","05","Basic","14.28","1","F","morning","Wednesday","14-06-2023"
"order_1325","id_3100","Gouda Gourmet","Gassosa","Amsterdam","NH","23","Basic","14.17","1","M","night","Friday","16-06-2023"
"order_1326","id_4096","Heerlen Harvest","Limoncello","Zutphen","NH","11","Premium","14.33","1","F","morning","Sunday","18-06-2023"
"order_1327","id_993","Windmill Bites","Pho","Roermond","NH","10","Basic","10.03","1","M","morning","Tuesday","20-06-2023"
"order_1328","id_7751","Tulip Tidbits","Rinderroulade","Hoofddorp","NH","20","Premium","5.37","1","M","evening","Thursday","22-06-2023"
"order_1329","id_4536","Clog Cafe","Sauerbraten","Tilburg","NH","19","Basic","9.31","1","F","evening","Wednesday","28-06-2023"
"order_1330","id_1168","Netherlands Nosh","Amaretto Sour","Texel","NH","22","Basic","16.63","1","F","night","Thursday","06-07-2023"
"order_1331","id_7868","Delft Delights","Tzatziki","Haarlem","NH","01","Basic","11.88","1","F","late_night","Friday","07-07-2023"
"order_1332","id_7343","Dutch Dining","Amaretto Sour","Hoofddorp","NH","08","Premium","13.84","1","M","morning","Friday","07-07-2023"
"order_1333","id_3995","Amsterdam Aromas","Vegetable Broth","Dronten","NH","09","Premium","13.2","1","F","morning","Tuesday","11-07-2023"
"order_1334","id_4352","Dutch Delicacies","Tonica","Heerlen","NH","09","Basic","11.8","1","F","morning","Wednesday","12-07-2023"
"order_1335","id_1029","Dutch Delights","Bellini","Groningen","NH","13","Premium","13.17","1","F","afternoon","Friday","21-07-2023"
"order_1336","id_343","Dyke Delights","Lapland Cheese","Alkmaar","NH","16","Premium","9.38","1","F","afternoon","Saturday","22-07-2023"
"order_1337","id_2725","Dutch Delicacies","Cake Frosting Mix","Middelburg","NH","09","Basic","8.02","1","M","morning","Sunday","23-07-2023"
"order_1338","id_7655","Cheese Corner","Omelette","Amersfoort","NH","04","Basic","11.61","1","F","late_night","Saturday","29-07-2023"
"order_1339","id_5616","Taste of the Tulips","Welsh Rarebit","Groningen","NH","08","Basic","15.3","1","M","morning","Monday","31-07-2023"
"order_1340","id_1149","Holland Eats","Baba Ganoush","Zeewolde","NH","02","Premium","14.78","1","M","late_night","Wednesday","02-08-2023"
"order_1341","id_9148","Utrecht Utopia","Palt","Amstelveen","NH","00","Basic","9.78","1","M","late_night","Saturday","05-08-2023"
"order_1342","id_4855","Bicycle Bites","Cedrata","Texel","NH","02","Premium","7.14","1","M","late_night","Saturday","12-08-2023"
"order_1343","id_4499","Leeuwarden Feasts","Liquore Strega","Sittard","NH","20","Basic","11.84","1","F","evening","Friday","25-08-2023"
"order_1344","id_2834","Dutch Dining","Irish Stew","Leeuwarden","NH","16","Basic","16.76","1","M","afternoon","Friday","25-08-2023"
"order_1345","id_6495","Tasty Tides","Ready-to-Eat Salad","Alkmaar","NH","20","Premium","15.78","1","F","evening","Monday","28-08-2023"
"order_1346","id_3409","Holland Eats","Lefse","Roermond","NH","05","Basic","14.97","1","F","morning","Thursday","31-08-2023"
"order_1347","id_7164","Dyke Delights","Cup Noodles","Texel","NH","15","Premium","7.73","1","F","afternoon","Thursday","31-08-2023"
"order_1348","id_3647","Dyke Delicacies","Schnitzel","Apeldoorn","NH","15","Premium","7.11","1","M","afternoon","Wednesday","06-09-2023"
"order_1349","id_4044","Clog Cafe","Quinoa","Hoofddorp","NH","18","Basic","13.65","1","F","evening","Thursday","07-09-2023"
"order_1350","id_9342","Dutch Dining","Dolma","The Hague","NH","17","Premium","9.93","1","F","afternoon","Thursday","14-09-2023"
"order_1351","id_7188","Clog Cafe","Flat White","Emmen","NH","09","Basic","8.77","1","F","morning","Wednesday","20-09-2023"
"order_1352","id_2473","Dutch Dining","Gravlax","Rotterdam","NH","09","Basic","12.16","1","M","morning","Sunday","24-09-2023"
"order_1353","id_8092","Netherlands Nibbles","Vegetable Broth","Enschede","NH","23","Basic","11.87","1","M","night","Sunday","24-09-2023"
"order_1354","id_2665","Hague Harvest","Brownie Mix","Assen","NH","02","Premium","12.1","1","M","late_night","Monday","02-10-2023"
"order_1355","id_7753","Friesland Fusion","Tabouleh Mix","Leiden","NH","12","Premium","5.5","1","M","noon","Thursday","12-10-2023"
"order_1356","id_4295","Windmill Bites","Gelato Shake","Groningen","NH","08","Premium","16.95","1","F","morning","Sunday","29-10-2023"
"order_1357","id_1230","Tulip Treats","Gelato Shake","Gouda","NH","17","Premium","8.19","1","F","afternoon","Wednesday","01-11-2023"
"order_1358","id_8215","Amsterdam Aromas","Vermouth","Breda","NH","09","Basic","7.37","1","M","morning","Saturday","11-11-2023"
"order_1359","id_5573","Delft Delights","Kottbullar","Delft","NH","13","Basic","9.98","1","F","afternoon","Sunday","12-11-2023"
"order_1360","id_6302","Netherlands Noms","Amaretto Sour","Zutphen","NH","13","Basic","12.42","1","M","afternoon","Friday","17-11-2023"
"order_1361","id_3818","Delft Delights","Fernet-Branca","Delft","NH","11","Premium","11.32","1","F","morning","Saturday","18-11-2023"
"order_1362","id_8593","Rotterdam Roasts","Pierogi","Arnhem","NH","22","Basic","11.56","1","F","night","Tuesday","21-11-2023"
"order_1363","id_6939","Tulip Tidbits","Aranciata","Rotterdam","NH","06","Basic","7.55","1","M","morning","Wednesday","22-11-2023"
"order_1364","id_6746","Delft Delights","Ristretto","Nijmegen","NH","02","Basic","12.11","1","F","late_night","Wednesday","06-12-2023"
"order_1365","id_4071","Holland Eats","Omelette","Emmen","NH","21","Premium","11.97","1","M","evening","Saturday","12-02-2022"
"order_1366","id_5713","Utrecht Utopia","Bundner Nusstorte","Lelystad","NH","17","Premium","13.35","1","F","afternoon","Wednesday","23-02-2022"
"order_1367","id_3911","Netherlands Nosh","Cedrata","Almere","NH","01","Basic","10.34","1","F","late_night","Wednesday","02-03-2022"
"order_1368","id_9699","Polder Patisserie","Cedrata","Enkhuizen","NH","19","Basic","12.65","1","M","evening","Thursday","10-03-2022"
"order_1369","id_3607","Waffle Wharf","Rosti","Dronten","NH","15","Premium","10.18","1","M","afternoon","Thursday","10-03-2022"
"order_1370","id_4406","Tulip Treats","Gassosa","Lelystad","NH","17","Basic","12.06","1","M","afternoon","Sunday","13-03-2022"
"order_1371","id_2731","Tulip Tidbits","Aubergine Parmigiana","Haarlem","NH","05","Premium","13.56","1","M","morning","Wednesday","16-03-2022"
"order_1372","id_1142","Zaan Zest","Caponata","Zandvoort","NH","05","Premium","6.74","1","F","morning","Monday","28-03-2022"
"order_1373","id_3227","Holland Hors d'oeuvres","Chickpea Salad Mix","Apeldoorn","NH","09","Premium","11.54","1","M","morning","Tuesday","29-03-2022"
"order_1374","id_9023","Delft Delights","Ratatouille","Tilburg","NH","18","Basic","6.56","1","F","evening","Thursday","07-04-2022"
"order_1375","id_5055","Cheese Chalet","Rinderroulade","Maastricht","NH","04","Basic","10.46","1","F","late_night","Friday","08-04-2022"
"order_1376","id_8538","Netherlands Nosh","Lentil Salad Mix","The Hague","NH","12","Basic","7.16","1","M","noon","Sunday","10-04-2022"
"order_1377","id_2250","Waffle Wharf","Hummus Mix","Zwolle","NH","00","Premium","9.32","1","F","late_night","Tuesday","12-04-2022"
"order_1378","id_9969","Countryside Cookery","Italian Soda","Hilversum","NH","19","Premium","9.22","1","F","evening","Wednesday","13-04-2022"
